trace_id,stv,anomaly_score
e8bc57ff209a0aee,"[7896, 7071, 6666, 5787, 2702, 2160, 755, 600, 591, 21, 50, 874, 36, 1684, 669, 563, 1443, 912, 441, 1081, 1583, 2075, 1141, 600, 448, 386, 1352, 1189, 860, 397, 459, 413, 72]",0
e0c06a35eca07e10,"[8513, 7212, 6903, 6158, 3001, 546, 2387, 415, 627, 39, 22, 48, 1221, 1834, 970, 1652, 1247, 794, 348, 822, 1879, 2093, 435, 1296, 386, 668, 1539, 1375, 1047, 594, 547, 372, 73]",0
682c44934744d3a6,"[8010, 7094, 6766, 5981, 2623, 568, 1972, 589, 23, 507, 23, 49, 1171, 1388, 907, 1194, 776, 747, 361, 977, 1754, 1289, 2350, 727, 435, 388, 1696, 1530, 1143, 596, 481, 467, 74]",0
91e4c0ab6267ea4a,"[8527, 7466, 7090, 6092, 1093, 2798, 544, 2167, 954, 27, 25, 58, 929, 1791, 676, 1546, 526, 933, 513, 1078, 1976, 531, 2117, 462, 1338, 604, 1403, 1186, 780, 400, 639, 331, 93]",0
ecaa83864b00ce05,"[7587, 6371, 6067, 5367, 2547, 647, 1969, 665, 633, 48, 50, 49, 813, 1456, 551, 1183, 359, 790, 303, 886, 1826, 472, 431, 2027, 1160, 506, 1202, 1039, 717, 295, 569, 367, 71]",0
5df309877d8c5b76,"[8905, 7787, 7419, 6358, 2700, 1924, 903, 578, 948, 60, 60, 61, 1153, 1433, 911, 1230, 782, 707, 366, 1499, 2251, 2483, 1529, 672, 560, 502, 1542, 1366, 901, 434, 771, 388, 74]",0
1dd8b8a1ec3e7e74,"[8849, 7766, 7405, 6378, 2765, 794, 2159, 606, 880, 1004, 1836, 28, 50, 57, 713, 1588, 572, 888, 596, 1202, 2099, 2470, 491, 1496, 424, 710, 1784, 1638, 1236, 518, 676, 617, 56]",0
468eec91cfb40d3b,"[7758, 6358, 6063, 5248, 2385, 532, 1706, 354, 24, 669, 24, 47, 785, 1214, 571, 1043, 700, 408, 294, 804, 1738, 1895, 360, 1006, 302, 451, 1196, 1031, 706, 390, 482, 270, 72]",0
c145d75b602bcc1a,"[8124, 6673, 6171, 5136, 2370, 696, 1706, 502, 661, 50, 48, 820, 50, 1262, 606, 1083, 469, 719, 311, 888, 1516, 1906, 413, 356, 958, 409, 1250, 1087, 694, 353, 481, 296, 71]",0
6d56ddb1450f1102,"[10235, 9510, 9073, 7089, 3228, 843, 2392, 580, 652, 56, 52, 1028, 1816, 30, 766, 1542, 563, 913, 540, 1012, 1983, 2739, 469, 388, 1143, 434, 1734, 1555, 1061, 488, 627, 456, 76]",0
c3e6107a967a89ef,"[8457, 8064, 7675, 6505, 2994, 849, 2166, 572, 684, 959, 1810, 55, 51, 56, 669, 1511, 480, 898, 501, 1082, 2230, 2443, 450, 400, 1452, 703, 1556, 1310, 856, 458, 637, 325, 86]",0
3abe48bd5cee9f92,"[7108, 6506, 6154, 5290, 2329, 790, 1717, 681, 715, 51, 60, 59, 976, 1247, 736, 1087, 677, 539, 347, 1085, 2019, 1799, 1300, 475, 759, 429, 1420, 1233, 862, 372, 439, 490, 91]",0
c345ca2ba04b999e,"[7382, 7110, 6820, 5880, 2638, 950, 886, 1956, 860, 60, 55, 39, 871, 1457, 648, 536, 1178, 760, 320, 1141, 1846, 2147, 474, 382, 1167, 488, 1367, 1184, 743, 311, 589, 380, 87]",0
74a7e3647f02825d,"[8160, 7106, 6738, 5722, 2537, 1671, 582, 1044, 552, 884, 1287, 72, 26, 32, 630, 1098, 736, 449, 304, 863, 1773, 2172, 438, 1548, 372, 1206, 1379, 446, 915, 406, 713, 455, 74]",0
60667ae5aaf7f6b0,"[8918, 8583, 8266, 7367, 2448, 1956, 758, 541, 722, 24, 29, 961, 1600, 30, 686, 1390, 826, 494, 489, 887, 1553, 1718, 507, 1319, 444, 1148, 1155, 698, 787, 426, 290, 395, 70]",0
6909c874f532a2d2,"[8174, 7175, 6832, 5889, 2659, 784, 1860, 581, 686, 52, 47, 45, 1076, 1307, 787, 1072, 706, 602, 316, 1104, 1801, 2174, 1141, 406, 480, 1534, 345, 1359, 945, 450, 587, 443, 73]",0
d43e7a15447d7601,"[6757, 6625, 6314, 5533, 2663, 1977, 655, 657, 571, 45, 24, 696, 1515, 41, 500, 398, 1291, 764, 447, 1001, 1743, 1947, 1059, 443, 428, 335, 1196, 1014, 709, 285, 572, 374, 59]",0
ef0761a94b54d374,"[7209, 6653, 6343, 5617, 2247, 637, 1689, 479, 592, 914, 24, 1368, 22, 24, 723, 591, 1153, 657, 431, 839, 345, 298, 1619, 2323, 1059, 426, 1570, 1404, 995, 529, 578, 376, 69]",0
32bf73e18cca1968,"[7339, 6574, 6279, 5511, 2592, 1971, 734, 676, 776, 792, 1575, 42, 43, 24, 559, 1404, 750, 420, 584, 800, 2055, 1619, 338, 298, 1049, 468, 1451, 1287, 990, 513, 529, 420, 71]",0
a65ad9560bbeb0c4,"[7456, 7177, 6882, 6128, 2728, 854, 2137, 587, 668, 1136, 33, 1787, 44, 25, 814, 1536, 671, 872, 566, 1086, 1778, 2489, 1187, 367, 541, 308, 1729, 1557, 1170, 627, 557, 447, 73]",0
57a7b51e64b8ad16,"[9151, 8522, 8128, 7132, 3247, 935, 781, 600, 2394, 47, 94, 74, 804, 1936, 528, 392, 1549, 888, 552, 1367, 2383, 2705, 1620, 635, 767, 521, 1838, 1671, 1170, 616, 777, 472, 71]",0
cd86bb67ce9e3dcb,"[8340, 7671, 7362, 6557, 2804, 873, 668, 2120, 600, 46, 24, 42, 897, 1665, 610, 1427, 477, 865, 473, 960, 1874, 524, 2606, 471, 1230, 626, 1825, 1659, 1297, 693, 535, 512, 71]",0
8c5ddc6130c59b1c,"[7538, 7114, 6812, 5958, 1034, 2399, 760, 1751, 703, 48, 22, 24, 782, 1395, 542, 1196, 671, 357, 467, 987, 1700, 2462, 1157, 590, 390, 341, 1769, 1606, 1202, 624, 523, 503, 70]",0
771d218cdb2b0159,"[8321, 7235, 6887, 6018, 2707, 2075, 505, 814, 715, 776, 50, 1670, 51, 533, 24, 1427, 343, 852, 482, 1084, 2315, 497, 450, 2076, 1567, 1303, 1379, 627, 1021, 563, 575, 408, 72]",0
9890462188520299,"[6897, 6524, 6212, 5392, 2535, 610, 589, 1965, 716, 24, 23, 49, 836, 1426, 624, 1252, 826, 461, 363, 934, 1911, 1927, 1269, 615, 445, 1313, 394, 1147, 785, 480, 601, 260, 72]",0
9aab1f6ac7cd5dd4,"[8228, 7416, 7095, 6104, 2677, 2046, 883, 692, 695, 72, 58, 59, 782, 1502, 562, 442, 1275, 734, 483, 872, 1817, 2498, 1165, 511, 354, 303, 1766, 1580, 1156, 586, 568, 489, 73]",0
720e5dadc2ff6957,"[7721, 6973, 6666, 5794, 2251, 944, 1586, 711, 569, 25, 739, 1221, 51, 45, 510, 1015, 663, 358, 297, 1173, 2399, 1852, 469, 387, 1156, 1609, 502, 1444, 1127, 593, 564, 451, 70]",0
3157eb5a138149fe,"[8633, 8279, 8008, 7124, 3264, 2618, 859, 916, 840, 24, 25, 21, 1040, 2082, 788, 1800, 606, 1031, 631, 1273, 1695, 478, 2859, 964, 385, 509, 1883, 1677, 1179, 377, 580, 511, 81]",0
da7db15411c7467f,"[7282, 6538, 6254, 5478, 2603, 722, 1986, 524, 351, 24, 873, 1647, 41, 46, 632, 1422, 782, 460, 566, 1137, 1939, 1257, 2026, 604, 556, 469, 1327, 1141, 756, 373, 567, 332, 71]",0
086c2b155c4449f7,"[7535, 7008, 6708, 6011, 2229, 1727, 829, 648, 479, 852, 1273, 23, 22, 25, 637, 472, 1034, 649, 295, 992, 1841, 2871, 555, 1145, 568, 473, 502, 1512, 1348, 1000, 414, 489, 71]",0
4851cea506959c5e,"[7256, 6557, 6260, 5433, 2267, 753, 1555, 561, 557, 43, 764, 49, 1228, 46, 543, 1049, 411, 666, 327, 1037, 1732, 1218, 523, 2104, 420, 332, 1331, 1168, 633, 799, 416, 313, 71]",0
c356f4deb9926dfd,"[9415, 8558, 8195, 7219, 3237, 740, 2419, 683, 523, 28, 28, 27, 1205, 1943, 879, 1587, 657, 921, 553, 1198, 2090, 2901, 599, 505, 1367, 537, 1853, 1681, 1246, 564, 750, 590, 75]",0
5d490cc8a559c7f2,"[8537, 8359, 8043, 7141, 1071, 3205, 906, 775, 2395, 56, 64, 29, 1058, 2006, 739, 1659, 541, 1033, 494, 1366, 2285, 2784, 1491, 548, 739, 441, 1865, 1673, 1203, 460, 688, 638, 77]",0
3a508050fa7db8c4,"[8069, 7707, 7375, 6644, 3117, 758, 743, 2381, 669, 29, 27, 55, 999, 1994, 725, 1687, 527, 952, 613, 1208, 2105, 2388, 534, 1458, 445, 831, 1627, 1451, 1066, 468, 543, 506, 77]",0
55d5dfba3cea4a6e,"[9131, 8501, 8127, 7139, 3283, 883, 842, 2572, 840, 51, 1102, 2169, 39, 80, 739, 1802, 1092, 534, 593, 1369, 774, 703, 2458, 2715, 1606, 767, 1839, 1585, 1073, 439, 721, 543, 82]",0
0f98dcecafea21fb,"[8286, 7698, 7379, 6482, 2977, 864, 2265, 899, 871, 57, 35, 43, 1067, 1740, 670, 542, 1458, 880, 476, 902, 1915, 437, 1170, 2482, 452, 350, 1666, 1459, 669, 1006, 534, 420, 81]",0
16c79f184d7747b7,"[9403, 8670, 8154, 6737, 2954, 840, 2133, 689, 725, 47, 44, 52, 716, 1600, 506, 1336, 359, 779, 495, 1113, 2893, 2073, 465, 376, 1303, 583, 1936, 1763, 1320, 734, 650, 450, 75]",0
c2636c960a8d3742,"[8440, 7065, 6746, 5444, 2703, 715, 2091, 774, 767, 43, 47, 52, 1059, 1514, 721, 1328, 913, 519, 338, 927, 2087, 345, 292, 1889, 1428, 1274, 1195, 473, 988, 525, 640, 412, 60]",0
21b57123eff22c0f,"[7238, 6381, 5999, 5254, 2416, 834, 1884, 676, 675, 784, 1563, 31, 50, 47, 559, 436, 1332, 794, 457, 891, 1799, 1276, 595, 2012, 330, 267, 1489, 1311, 964, 474, 629, 438, 76]",0
1b076e81f0955b16,"[9576, 8440, 8051, 7075, 3341, 997, 961, 2381, 963, 70, 69, 1000, 1829, 88, 622, 1500, 422, 787, 600, 2385, 2836, 1336, 1532, 722, 2042, 566, 1845, 481, 1382, 703, 727, 574, 86]",0
e40529f954b73aed,"[8629, 8137, 7760, 6643, 2709, 2012, 985, 965, 703, 1337, 1678, 49, 48, 59, 946, 1420, 760, 726, 553, 1026, 1929, 519, 2896, 445, 1355, 660, 1955, 1722, 1293, 678, 617, 509, 70]",0
